,Generated Text,Actual Text
10,"들이 전국 최초로 산림에너지분야에서 홍보시설을 조성하고 중앙공급식 우드칩보일러를 선도적으로 설치·운영하고 있는 고산자연휴양림의 운영방식과 우드칩 파쇄, 건조 및 보일러 열공급시설 등을 점검해 산림형 에너지자립 비즈니스모델을 발굴하는 시간을 가졌다고 28일 완주군은 밝혔다.","완주군은 전국 시,군,지역 실무자 30여명과 함께 지난 27일 산림바이오매스 홍보관을 방문해 전국 최초 산림형 에너지자립 비즈니스모델을 발굴하는 시간을 가졌고, 2020년부터 산림바이오매스를 활용한 열병합 발전설비를 도입해 지역분산형 에너지센터를 조성하는 2단계 산림바이오매스 활용사업도 계획 중이라고 밝혔다."
11,"발출 전까지 북미 긴장수위가 높아지는 상황에서 김성 유엔주재 북한 대사가 미국 정치상황과 맞물린 시간벌기 속임수라고 평가하며 향후 미북협상과 관련, 비핵화 이슈는 협상 테이블에에서 내려졌다는 입장을 밝혔다고 AP 등 외신이 7일 보도했다.","김성 유엔주재 북한 대사가 향후 미북협상과 관련, 비핵화 이슈는 협상 테이블에서 내려졌다면서, 미국의 대화 요구에 대해선 미국 정치상황과 맞물린 '시간벌기 속임수라고 평가했으며, 김 대사는 일부 외신에 보낸 성명에서 ""북한을 질식시키려는 시도에서 적대정책을 이어가고 있다""고 미국 행정부를 비판했다."
12,"산업을 육성하기 위한 ‘스타기업 육성사업’은 대구시가 2007년부터 지역 내 유망업체를 발굴해 성장단계별 맞춤형 지원으로 대구경제의 미래성장을 주도할 글로벌 강소기업을 육성하기 위한 프로젝트로, 대구시는 8일 수성구 호텔인터불고 대구에서 ‘2019년 신규 스타기업 지정서 수여식’을 개최한다.","대구시는 2007년부터 지역 내 유망 업체를 발굴해 성장 단계별 맞춤형 지원을 통해 대구 경제의 미래 성장을 주도할 글로벌 기업 육성 프로젝트인 '스타기업 육성사업'을 진행하고 있는데, 2019년엔 '프리(Pre)-스타기업' 15개사와 '스타기업100' 5개사를 신규 선정하여 대구시와 원-라운드 테이블 참여기관의 맞춤형 지원과 특성화지원, 성장로드맵 컨설팅 지원 등 다양한 혜택을 지원할 예정이다."
13,"주테마 내 상위권을 차지하고 있는 종목들에 대해 살펴보면, 등락률 1위를 차지한 삼성전자종목의 이시간 등락률은 현재 +0.59%이며, 51,500원에 거래되고 있고 등락률 2위인 삼성SDI종목 등락률은 -0.22%이며, 224,000원에 거래되고 있다.","수요일 10시 27분을 기준으로 코스피 상장사인 삼성전자 종목은 코스피시장에서 +0.59% 상승하여 현재 51,500원에 거래되고 있으며 이어, 삼성SDI는 -0.22%의 등략률을 보이며 224,000원으로 거래 중이다."
14,로부터 'B씨가 돈이 많이 있다'는 사실을 듣고 호텔 사장을 협박해 돈을 갈취하려던 중국인 불법체류자가 공갈미수 및 재물손괴 등의 혐의로 징역 2년 및 벌금 200만원을 선고받았다,A씨는 17년 12월 23일 오후 전주시 주차장에서 B씨의 차량에 들어가 돈을 요구한 혐의로 기소되었는데 1년 후에도 B씨의 집에 무단 침입하고 협박성 글이 적힌 쪽지를 B씨 차량에 붙인 혐의로 전주지법 형사 6 단독은 A씨에게 공갈미수 및 재물손괴등의 혐의로 징역 2년 및 벌금 200만원을 선고 했다고 6일 밝혔다.
15,"A씨가 가족의 등을 상대로 흉기 난동을  일으켜 테이저건을 이용해 제압한 사건이 발생한 가운데, 부산 북부경찰서는 7일 오전 11시 7분 A씨의 형 B(67)씨가 동생을 사설 보호시설로 옮기려 하자 A 씨가 형과 사설 보호시설 관계자들을 향해 등산용 접이식 극으로 난동을 일으켜 오후 1심과에 이르렀으며, 현재 A씨는 인근 병원으로 옮겨 치료중이며 건강에는 이상이 없다고 말했다.",부산 북부경찰서는 7일 오전 정신질환을 앓던 A(61)씨를 형이 사설 보호시설로 옮기려 하자 A씨가 등산용 접이식 칼을 들고 난동을 부리다가 결국 테이저건으로 제압당해 병원으로 옮겨져 치료를 받고 있으나 건강에는 이상이 없는 상태라고 밝혔다.
16,"들을 전국으로 확산시키고자 광주시교육청은 5·18민주화운동 기념일을 맞아 '왜곡을 넘어 교육을 통한 5·18기억의 공유와 확산'을 기치로 다채로운 기념사업을 펼치고, 전국의 학생들이 반드시 기억해야 할 10가지 이야기를 담은 책자를 제작해 전국 360여개 지역 교육지원청에 5부씩 배부한다.","광주시교육청이 5·18민주화운동 39주년을 맞아 5·18 역사 왜곡을 교육으로 바로잡고자 ‘5·18 1010(5·18 열흘간의 항쟁, 열 가지 이야기)’ 책자를 제작해 전국 학교에 배포하며, 5·18민주화운동의 전개 과정과 의미를 담은 영상과 카드뉴스를 만들어 전국의 교육청 및 학교 홈페이지, SNS를 통해 공유하는 등 기념사업을 추진할 예정이다."
17,들과 파트너 계약을 체결해 임대투자를 안정적으로 이어간 웰타워는 세계 최대 헬스케어 리츠(REITs)로 고령화 진행 속도가 빠른 선진국 시장에서 헬스케어 및 의료시설 임대사업을 영위하고 있으며 향후 기존 메디컬 임대 포트폴리오 인수와 자산 신규 개발로 안정적 성장을 이어갈 것으로 기대된다.,"웰타워는 세계 최대 헬스케어 리츠로 미국·캐나다·영국 등 고령화가 빠른 선진국에서 헬스케어 및 의료시설 임대사업을 하면서 지난해 5.4%를 배당, 미국 헬스케어 리츠 평균(4.6%) 대비 양호할 뿐만 아니라 임대투자전략을 테네시주와 캘리포니아주 등 미국 핵심지로 분산하여 향후 안정적인 이익을 창출할 것으로 전망된다."
18,"교육을 받기 위해 추진되던 옥천지역 학교진로교육 지원 진로체험지원센터가 충북도립대학교 산학협력단에 최종 위탁됐으며, 이에 따라 옥천군내 진로교육 위탁을 맡게 되었다.","충북도립대학교 산학협력단이 옥천군 진로체험지원센터의 위탁 기관으로 선정되어 연속 4년간 위탁운영을 맡게 되었는데, 진로체험센터는 지역 내 학교진로교육을 지원하는 곳이다."
19,"당이 참여하는 민관 협력 기구인 일자리추진위원회는 22일 시청 집현실에서 시민과 전문가가 참여하는 일자리추진위원회를 열고 그동안 분과위원회별로 얻은 일자리 아이디어에 대한 정책화 방안을 논의했는데, 이날 발표된 일자리 아이디어는 청사진-청년 사회적경제 진출 프로젝트, 여성 창업지원 방안, 지역주도형 청년일자리 신규 사업, 세종형 공정일터 인증제 도입, 생활문화거점시설 조성 등으로 전해졌다.","세종시는 22일 시청 집현실에서 시민과 전문가로 구성된 일자리추진위원회를 열어 청년, 사회적경제, 도시재생, 창업·벤처, 노인·장애인, 여성, 노사민정의 총 7개 분과위원회별로 발굴한 일자리 아이디어에 대한 정책화 방안을 논의했다."
20,"규제에 대비하여 미세먼지의 방제공사 참여 자격을 나무병원에 한정한 탓에 나무병원 요건을 충족하는 제1회 나무의사 자격시험이 오는 27일 대전에서 실시될 예정이며, 응시자격을 얻기 위해서는 수목진료 관련 학위, 경력 등을 충족한 상태로 산림청 지정 양성기관에서 소정의 의무교육과정을 거쳐야 한다.","23일 병해충 방제공사 자격인 ‘나무의사’를 선발하는 1차 필기시험이 오는 27일 대전에서 실시에 따라 산림청 관계자는 “생활 수목 진료와 관리를 농약 오남용과 국민안전 위협을 해결하기 위해 전문성을 제고하는 취지”라며 기존에 있던 식물보호기사.산업기사 등 민간, 국가자격을 통합한 이유를 설명했으나 전문건설협회 경기도회는 “생활조경 병해충 방제공사는 건설산업기본법(건산법)에 따른 업계 고유업역인데 산림청의 업역침해를 규탄한다“고 입장을 밝혔다."
21,유치원총연합회가 교육부의 회계시스템(에듀파인) 도입에 반발하며 꺼내들었던 '무기한 개학 연기'방침을 4일 전격 철회함으로써 전북 지역 사립유치원들의 정상 등원이 이뤄졌음에도 쉽지 않은 도내 학부모들의 불안이 해소되어 전북 지역 사립유치원들의 문제 해결에 난항이 예상된다.,한국사립유치원총연합회는 에듀파인에 반대한 '개학 연기' 투쟁을 철회하였으나 유치원 3법에 대한 불만은 여전한 것으로 나타났다.
22,"기업의 지역 브랜드 가치 제고, 사회적 가치 창출을 위해 SK인천석유화학과 인천관광공사는 지난 30일 인천관광공사에서 '인천 브랜드 제고 및 사회적 가치 창출을 위한 업무협약'을 체결했으며, 협약 내용은 지역 특화 홍보 콘텐츠 공동 개발 등이고, 인천 지역 스토리와 연계한 다양한 홍보 콘텐츠를 발굴하고 공동 제작에 나선다.",SK인천석유화학과 인천관광공사는 지난 30일 인천관광공사에서 지역 브랜드 가치 제고 및 사회적 가치 창출을 위해 지역 특화 홍보 콘텐츠 공동 개발 및 양사 온라인 플랫폼을 통한 콘텐츠 공유 및 상호 홍보 협력체계 구축 등을 골자로 하는 업무협약을 맺었다고 31일 밝혔다.
23,"원 센터장, 박상규 교수 등 여섯 명의 지정토론 순으로 진행된 충북도의회 정책복지위 육미선 의원은 30일 충북광역정신건강복지센터에서 '충청북도 정신건강증진 및 정신질환자 복지서비스 지원 조례' 제정을 위한 토론회를 열고 충북도민의 정신질환 예방·치료와 정신질환자 재활·복지·권리보장 서비스를 제공하기 위한 제도적 근거를 마련해 도 내 정신질환자와 가족이 인간다운 삶을 영위하는데 도움을 주고자 한다고 말했다.",충북도의회 정책복지위 육미선 의원가 30일 충북광역정신건강복지센터에서 '충청북도 정신건강증진 및 정신질환자 복지서비스 지원 조례' 제정을 위해 연 토론회에서는 정신질환자와 가족의 인간다운 삶의 유지에 도움을 주고자 도민의무와 정신질환자 관련 기밀 누설 금지 조항을 추가할 것과 충북도의 정신건강 문제 조기발견 체계 구축 등에 중독관리통합지원센터도 연계 대상으로 명시해 줄 것 등이 제시됐다.
24,규제 등의 영향으로 1월 전국 입주경기실사지수(HOSI) 전망치는 64.0으로 4개월째 60선을 이어갔다.,"전셋값 하락, 겨울철 비수기, 주택 규제 등의 영향으로 입주경기 전망이 상당히 부정적인 가운데 기존 주택 매각이 지연됨에 따라 미 입주가 늘고 있어, 건설업계는 올해 입주 리스크 관리가 최대 현안이라고 말했다."
25,광역교통위원회는 '대도시권 광역교통 관리에 관한 특별법'에 따라 설립된 후 대도시권 광역교통문제를 전담할 '대도시권 광역교통위원회'가 19일 세종에서 공식 출범하고 충청권 대중교통 체계에도 변화가 있을 것으로 보인다.,"19일 대도시권 광역교통문제의 가온머리(컨트롤 타워)로서 권역별 광역교통계획을 수립·추진하고, 그간 원활히 진행되지 못했던 BRT·환승센터 등 세부 개선사업을 추진할 '대도시권 광역교통위원회'가 세종에서 공식 출범했다."
26,"의 온란코 홍어는 가오리로 속여 판매해 부당이득을 취하기 위해 유전자 분석법을 이용한 참홍어 진위 판별법을 개발했다고 밝혔으며, 신메뉴로 육안으로는 구별하기 어려운 점을 악용해 값싼 원료를 비싼 원료라고 속여 판매하거나 조리한 후 가공에 사용하는 것을 뿌리 뽑기 위해 개발했다고 밝혔다.",식품의약품안전평가원은 국내산 참홍어와 수입산 참홍어 각각의 유전자 염기서열 분석을 통한 참홍어 진위 판별법을 개발함에 따라 식품 위·변조 방지에 적극 활용할 계획이라고 언급했다.
27,추석으로 인한 농가의 어려움을 겪고 있는 과일 농가의 판로 확보와 농가를 돕기 위해 홈앤쇼핑 모바일 앱 '좋은 밥상'에서 제철과일을 최대 30% 할인된 가격으로 판매한다.,25일 홈앤쇼핑은 물량 수급조절의 어려움을 겪고 있는 농가를 돕기위해 제철 햇과일 기획전과 흠집사과 행사를 할인된 특가로 진행한다.
28,"들이 피부에 보습과 영양을 동시에 줄 수 있는 기초 화장품을 많이 찾는건 하는데, 건강하고 차가운 바람이 피부를 건조하게 만들고 피부에 건조해 지면 주름과 노화에 취약한 공시인 부산의 '프로덕티브 쏘일크림'이 많은 소비자들에게 호평을 받고 있다.","최근 청정토양을 기본으로 한 이른바 흙크림으로 불리는 보나메두사 프로덕티브 쏘일크림은 유수분밸런스를 맞춰주는 휴민산 성분들로 수분, 영양, 주름개선에 효과적이며 건조한 피부 개선에 적합하여 많은 소비자들에게 호평을 받고 있다."
29,"기관 임실군은 2018년도 재해예방사업 추진실태 점검에서 '우수기관'으로 선정되었고, 2년 연속 우수지자체로 선정되는 기록을 세우며 우수한 성적을 거둬 행정안전부로부터 우수기관 표창을 받았다.",임실군은 행정안전부가 전국 지자체를 대상으로 실시한 재해예방사업 추진실태 점검에서 2년 연속 '우수기관'으로 선정되어 오늘 5월 방재의 날에 표창을 받게되었다.
30,환경영향평가서나 해체계획서에 대한 주민 의견수렴시 의견수렴 대상지역의 면적이 가장 많이 포함되는 기초지방자치단체가 이 과정을 주관하는 '원자력안전법 시행령' 일부개정령안이 심의·의결되어 원자력발전소 해체 단계에서 의견수렴 지역 내 모든 기초지방자치단체가 해체계획서에 대한 주민들의 의견을 직접 모을 수 있게 된다.,원자력안전위원회는 23일 제107회 회의를 열고 원자력발전소 해체 단계에서 면적이 가장 많이 포함되는 지역만 하던 의견수렴을 해당 지역 내 전체 기초지방자치단체 주민들의 의견을 직접 모을 수 있게 한 '원자력안전법 시행령' 일부개정령안을 심의·의결했다.
31,수주과열을 초래하여 국토교통부와 서울시가 지난 11일부터 4일간 실시한 합동점검에서 한남3 재개발 시공사 입찰에 참여한 3개 건설사에 대해 현행법령 위반 소지가 있는 20여건을 적발했다고 26일 발표했으나 건설사들은 당혹감을 감추지 못하고 있다.,"국토교통부와 서울시가 한남3 재개발 시공사 입찰에 참여한 3개 건설사에 대해서 '도시 및 주거환경정비법' 현행법령 위반 소지 20여건을 적발했다고 밝히면서 경찰에 수사를 의뢰하기로 하여, GS건설, 현대건설, 대림산업 등 입찰 참여 업체들이 매우 당혹스러워하고 있다."
32,"상들로 꼽히는 제주시 봄철을 맞아 쓰레기 소각부주의 등으로 인한 화재는 최근 3년간 493건이 발생했으며, 특히 소각부주의는 임야화재로 이어지는 경우가 많다.","최근 제주에서는 쓰레기 소각부주의로 인한 화재가 이어지고 있는데, 이로 인해 임야화재로 번지는 경우가 많아 야외활동 시 담배꽁초 등 불씨 취급에 각별한 주의가 필요하다."
33,"들은 귀농 가구 내에서 농업외 경제활동을 하고 있으며, 귀농 중 43%는 농업 이외의 경제 활동을 이어갈 것으로 나타났다.","우리나라 귀농 가구의 평균 소득은 1년차에는 2300만 원, 5년차에는 3900만 원으로 증가했지만 귀농 전 소득보다 적어 귀농 가구의 43%는 농업 이외의 경제 활동을 병행하는 것으로 조사됐다."
34,"전 사는 매매상사의 명의 이전을 받지 않았으며, 매매대금 10억원을 초과한 ‘대포차량’ 수십대를 유통시킨 40대 중고차매매딜러가 검찰에 적발됐고, 이런 방식으로 거래된 대포차 양산까지 우려되면서 검찰은 지역 중고차매매업체 등으로 수사를 확대하기로 했다.",최근 청주지역에서 중고차 사기행각을 벌여 대포차량 수십 대를 유통한 40대 중고차 매매 딜러가 검찰에 의해 적발하여 다른 피해자를 막기 위해 지역 중고차 매매업체로 수사를 확대키로 하고 검찰 관계자는 소비자들이 중고차 매매계약을 할 때 계약절차를 신중히 확인해야 한다고 조언했다.
35,"어린이보호구역으로 지정되어 통학생과 주민 보행량이 많은 구간인 광주 광산구 월곡산정로 하남중학교 주변 교통안전시설이 강화될 예정이며, 이에 따라 광주시는 2021년까지 모든 초등학교 주변 교차로에 노란신호등을 설치할 계획이다.","광주시는 광산구 하남중학교 주변 교통안전시설을 보행자 중심으로 개선하기 위해 교차로를 대각선 횡단보도로 개선하고, 과속단속용 CCTV를 설치할 계획이다."
36,"부에 있는 경기도의회 의장을 비방하는 SNS에 경기도청 일부 공무원들이 ‘좋아요’를 누른 것을 두고 도의회 행정사무감사에서 논란을 일으켜 '품위유지 위반'이라는 조사 결과가 나왔으며, 도 감사관실은 18일 실시된 도의회 기획재정위원회의 종합행정사무감사에 출석해 지난 12일 도의회가 문제를 제기한 일부 도 공무원들의 SNS ‘좋아요’ 논란에 대한 자체 조사 결과를 보고했다.",경기도의회 의장을 비방하는 SNS 게시글에 ‘좋아요’를 누른 도 공무원과 특정 지역 당원 모집을 독려한 산하기관 간부 직원에 기획재정위 임채철 의원이 도의 조사를 요구한 데 대해 도의회 행정사무감사 결과 이들의 행위가 ‘품위유지 위반’이라는 결과가 나왔다.
37,"야는 제64회 현충일을 맞아 일제히 순국선열과 호국영령을 기렸는데, 이에 대해 여야 4당은 평화에 방점을 둔 반면 자유한국당은 안보 위기 상황에서도 대북 지원에만 몰두하고 있다며 비판했다.","여야 모두가 제64회 현충일을 맞아 순국선열과 호국영령을 기린 가운데, 더불어민주당 등 여야 4당은 평화에만 초점을 맞춘 시각을 보인 반면 자유한국당은 안보 위기 상황에서도 대북 지원에만 노력을 쏟는 모습을 비판하는 시각을 보였다."
38,"타자와 NC 다이노스는 지난 6일 1대1 트레이드를 단행했고, KIA 타이거즈와 NC 다이노스는 지난 6일 구단에서 2경기를 치를 예정인 가운데, 이명기는 거포 유망주 이우성을 선발해 구단에서 3타수 1안타 1볼넷을 기록했다.","프로야구 KIA타이거즈와 NC다이노스는 외야수 이명기와 외야수 이우성을 맞바꾸는 트레이드를 단행했는데, 이명기와 이우성은 지난 2경기에 출장하며, 이적한 팀 팬들에게 자신을 알렸고 아직 전반기도 끝나지 않았지만 시즌 절반이 지난만큼 팀 방향성을 '리빌딩'으로 잡은 듯 보인다."
39,법안에 반대하는 홍콩의 시위 격화로 홍콩 국제공항이 일시 폐쇄되는 사태까지 빚어지자 중국 정부가 전국적인 지방의 무력을 동원해 진압하는 방법을 검토 중인 것으로 알려지면서 홍콩을 대표하는 영국계 항공사인케세이퍼시픽 항공의 루퍼트 호그 최고 경영자는 최근 직원들에게 '이번 사태에 있어서 위법한 항의 행동에 대해 부르거나 참가 직원은 징계 처분의 대상이 될 것이며 징계 처분에는 해고도 포함된다는 경고의 메시지를 보냈다.,케세이퍼시픽 항공사는 중국의 직접적인 압박 이후 종업원들에게 반중 시위에 찬성하거나 참가한다면 해고될 수도 있다는 메시지를 보냈다.
40,들로 2014년 개봉해 큰 인기를 얻은 겨울왕국의 속편인 영화 '겨울왕국2'는 캐릭터뿐만 아니라 OST까지 폭발적인 인기를 끌었으며 25일 서울 종로구 광화문 포시즌스호텔에서는 '겨울왕국2' 기자간담회가 진행됐다.,25일 '겨울왕국2' 기자 간담회에 참석한 피터 델 베코 프로듀서는 OST와 시나리오는 상호적 관계에 있으며 가장 중요한 건 스토리라고 설명했다.
41,"역세권 개발을 지역경제 침체와 공동화에 대한 대안제시로서 홍성군의회가 주관한 명품 홍성역세권 개발 방안 공청회가 지난 28일 홍성문화원에서 개최되어 전문가의 주제발표에 따라 시승격, 원도심 공동화, 군청사 이전 등 당면 지역 현안사업에 따른 다양한 의견 제시가 있었다.","홍성군의회는 홍성역을 중심으로 한 역세권 활성화를 위해 '명품 홍성역세권 개발 방안' 공청회를 개최하였으며, 이날 공청회에서는 지역경제 침체와 공동화에 대한 대안제시가 이루어졌다."
42,"항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원에 관한 특별법에 따라 전범 기업으로 확인된 일본 기업인의 수의계약 및 공공 구매 제한 조례안 발의에 대한 논의가 있었고, 조례 적용을 받는 공공기관은 광주시, 직속 기관, 사업소, 시의회 사무처, 공사·공단 등이다.",광주시와 광주시의회 등은 '대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원에 광한 특별법'을 통해 일본 전범 기업의 제품 수의계약과 구매를 제한하는 조례 제정을 추진한다.
43,들의 풍부성을 자랑하는 버그내순례길이 한국관광공사와 문화체육관광부가 매월 각 지역별 여행하기 좋은 걷기 여행길을 선정하는 5월 이달의 추천 길에 선정되었다.,한국관광공사와 문화체육관광부는 2014년 프란치스코 교황이 다녀가 알려진 솔뫼성지를 출발점으로 1929년 건립의 합덕성당과 지난해 세계관개시설물유산으로 등재된 합덕제를 비롯해 신리성지까지 이어진 13.3km 코스로 이뤄진 버그내순례길을 5월 이달의 추천 길에 선정했다고 밝혔다.
44,"않은 배봉산 광장의 노후가 심해지는 배봉산 광장에 대한 보수, 정비가 요구되었던 유덕열 동대문구청장이 7일 오후 3시 '배봉산 광장 보수정비공사 준공행사'를 개최하였으며 유덕열 동대문구청장은 주민들이 편하게 휴식을 취할 수 있는 공간을 계속 만들어 나가겠다 밝혔다.","동대문구가 주민들이 편리하게 광장을 이용할 수 있도록 배봉산 광장 보수정비사업을 완료, 지속적인 유지·관리를 통해 배봉산 광장을 주민들에게 더욱 사랑받은 장소로 가꿔나갈 계획임을 밝히며 '배봉산 광장 보수정비공사 준공행사'를 개최했다."
45,과 민간임금 수준을 고려해 내년 지방공무원의보수를 2.8% 올리도록 하는 내용의지방공무원 보수규정 일부개정령안과 지방공무원 수당 등에 관한 규정 일부개정령안이 30일 국무회의를 통과했다고 밝혔다.,30일 '지방공무원 보수규정 일부개정령안'과 '지방공무원 수당 등에 관한 규정 일부개정령안'이 국무회의에서 통과되면서 내년부터 지방공무원의 보수가 2.8% 오르고 재난발생 현장에서 근무하는 공무원에게 지급되는 비상근무수당도 인상될 전망이다.
46,"학생들의 취업률이 부진하자, 제주도는 2020년도 서귀포산업과학고를 포함한 직업계고 3개교의 학과 개편 신청을 승인했다고 전하며 본 프로그램을 통해 특성화고의 경쟁력 제고에 나선다.",6일 제주교육청은 특성화고의 취업률이 떨어져 침체가 되는 가운데 시대 흐름을 맞추고 경쟁력을 높이기 위해 직업계고 3개교의 학과 개편을 승인했다고 밝혔다.
47,대사관 이전을 확정한 뒤 용산 미군기지의 평택 이전이 추진되면서 이전 계획이 지지부진했던 주한 미국 대사관 이전이 다시 시동을 건다.,"2005년 이전을 확정한 뒤 15년 가까이 난항을 겪어온 주한 미국 대사관 이전이, 서울시가 29일부터 용산구 용산동1가 1-5번지 일대(9만7259m2) 지구단위계획에 대한 전략환경영향평가 평가항목 결정내용을 공개하면서 다시 시동을 건다."
48,에 대한 한국당의 비판이 이어지고 있는 가운데 14일 정의당은 최 전 의원에게 당직선거 입후보자는 당직선거가 끝날 때까지 징계 유예한다는 당내 규정에 따라 두 의원에게 징계를 유예했다고 밝혔다.,"정의당은 14일 자유한국당 윤리위원회가 5.18 망언을 한 김진태·김순례 의원에게 당직선거가 끝날 때까지 징계유예 처분을 내리자 이에 대해 비판하며, ""한국당에 대한 국민의 분노는 유예되지 않고 증폭될 뿐""이라고 덧붙였다."
