,Generated Text,Actual Text
26,산 전문가들이 참홍어 진위 판별법을 개발하여 회무침·탕·찜·삭힌 후쿠시마 등 다양한 가공식품에도 쉽게 적용할 수 있도록 개발했으며 이번 판별법이 대한민국 특허 등록이 완료됨에 따라 중소기업 기술이전 등을 통해 식품 위·변조 예방에 적극 이용할 예정이다.,식품의약품안전평가원은 국내산 참홍어와 수입산 참홍어 각각의 유전자 염기서열 분석을 통한 참홍어 진위 판별법을 개발함에 따라 식품 위·변조 방지에 적극 활용할 계획이라고 언급했다.
27,"모바일 전자앤쇼핑은 25일 모바일 앱에서 제철과일 기획전을 진행하는데, 이번 기획전을 통해 태풍 링링으로 피해를 입은 사과 농가를 위해 '못 있게도 맛있다! 흠집사과' 행사를 진행하며, 25일 하루 동안 홈앤쇼핑 모바일 앱 '좋은밥상' 내 '좋은밥상데이' 매장에서 '아삭 황손 사과 8kg'을 할인가에 판매하기도 했다.",25일 홈앤쇼핑은 물량 수급조절의 어려움을 겪고 있는 농가를 돕기위해 제철 햇과일 기획전과 흠집사과 행사를 할인된 특가로 진행한다.
28,하고 냉각 바람이 피부를 건조하게 만들고 피부에 보습과 영양을 동시에 줄 수 있는 기초 화장품을 많이 찾은데 그중 미의 대명사인 클레오라트라 여왕의 피부미용 비법 중 하나인 청정토양을 기본으로 한 이른바 흙크림인 프로덕티브 쏘일크림이 많은 소비자들에게 호평을 받고 있다.,"최근 청정토양을 기본으로 한 이른바 흙크림으로 불리는 보나메두사 프로덕티브 쏘일크림은 유수분밸런스를 맞춰주는 휴민산 성분들로 수분, 영양, 주름개선에 효과적이며 건조한 피부 개선에 적합하여 많은 소비자들에게 호평을 받고 있다."
29,두주고 단계적으로 지도·관리체계를 구축한 임실군이 2018년도 재해예방사업 추진 실태 점검에서 우수기관으로 선정되어 2017년도에 이어 2년 연속 재해예방사업 우수지자체로 뽑히는 영광을 누렸다.,임실군은 행정안전부가 전국 지자체를 대상으로 실시한 재해예방사업 추진실태 점검에서 2년 연속 '우수기관'으로 선정되어 오늘 5월 방재의 날에 표창을 받게되었다.
30,"위원회는 23일 제107회 회의에서 '원자력안전법 시행령' 일부개정령안을 심의·의결하여 원자력발전소 해체 단계에서 의견수렴 지역 내 모든 기초지방자치단체가 해체계획서에 대한 주민들의 의견을 직접 모을 수 있게 되었으며, 원안위는 시행령을 개정해 이 과정에서 발생할 수 있는 지자체 간 갈등을 사전 예방할 수 있도록 했다.",원자력안전위원회는 23일 제107회 회의를 열고 원자력발전소 해체 단계에서 면적이 가장 많이 포함되는 지역만 하던 의견수렴을 해당 지역 내 전체 기초지방자치단체 주민들의 의견을 직접 모을 수 있게 한 '원자력안전법 시행령' 일부개정령안을 심의·의결했다.
31,"와 서울시는 지난 11일부터 4일간 실시한 합동점검에서 한남3 재개발 시공사 입찰에 참가했던 3개 건설사에 대해 '도시 및 주거환경정비법' 등 현행법령 위반 소지가 있는 20여건을 적발했다고 26일 밝히고 오는 28일 조합을 대상으로 합동 설명회를 앞두고 있던 GS건설, 현대건설, 대림산업 등 입찰 참여 업체들은 당혹감을 나타내며 당혹감을 드러냈다.","국토교통부와 서울시가 한남3 재개발 시공사 입찰에 참여한 3개 건설사에 대해서 '도시 및 주거환경정비법' 현행법령 위반 소지 20여건을 적발했다고 밝히면서 경찰에 수사를 의뢰하기로 하여, GS건설, 현대건설, 대림산업 등 입찰 참여 업체들이 매우 당혹스러워하고 있다."
32,", 산림과 인접한 곳에서는 화기 취급에 주의하고 농업부산물 등을 소각할 경우 소방당국 등에 허가를 받은 후 실시해야 한다.","최근 제주에서는 쓰레기 소각부주의로 인한 화재가 이어지고 있는데, 이로 인해 임야화재로 번지는 경우가 많아 야외활동 시 담배꽁초 등 불씨 취급에 각별한 주의가 필요하다."
33,"산부는 귀농 가구의 소득은 2300만 원 수준이며, 5년차는 3900만 원까지 증가하는 것으로 조사했으며 귀농 가구의 43%는 농업 이외의 경제 활동을 이어가는 것으로 나타났다.","우리나라 귀농 가구의 평균 소득은 1년차에는 2300만 원, 5년차에는 3900만 원으로 증가했지만 귀농 전 소득보다 적어 귀농 가구의 43%는 농업 이외의 경제 활동을 병행하는 것으로 조사됐다."
34,차량 불법 차량을 유통시켜 대포차를 몰고 다닌 40대 중고차매매딜러와 대포차 양산이 우려돼 검찰은 지역 중고차매매업체 등으로 수사를 확대하기로 했다.,최근 청주지역에서 중고차 사기행각을 벌여 대포차량 수십 대를 유통한 40대 중고차 매매 딜러가 검찰에 의해 적발하여 다른 피해자를 막기 위해 지역 중고차 매매업체로 수사를 확대키로 하고 검찰 관계자는 소비자들이 중고차 매매계약을 할 때 계약절차를 신중히 확인해야 한다고 조언했다.
35,전구간이 어린이보호구역으로 지정되어 통학생과 주민 보행량이 많은 구간으로 광주 광산구 월곡산정로 하남중학교 주변 교통안전시설이 강화된다.,"광주시는 광산구 하남중학교 주변 교통안전시설을 보행자 중심으로 개선하기 위해 교차로를 대각선 횡단보도로 개선하고, 과속단속용 CCTV를 설치할 계획이다."
36,도 감사관실은 18일 실시된 도의회 기획재정위원회의 종합행정사무감사에 출석해 지난 12일 경기도의회 의장을 비방하는 SNS에 경기도청 일부 공무원들이 ‘좋아요’를 누른 것에 대한 자체 조사 결과를 보고했다.,경기도의회 의장을 비방하는 SNS 게시글에 ‘좋아요’를 누른 도 공무원과 특정 지역 당원 모집을 독려한 산하기관 간부 직원에 기획재정위 임채철 의원이 도의 조사를 요구한 데 대해 도의회 행정사무감사 결과 이들의 행위가 ‘품위유지 위반’이라는 결과가 나왔다.
37,", 야당은 한반도 항구적인 평화를 기반으로 통일 대한민국을 향해 나아갈 수 있는 근거와 힘도 그 위대한 희생 때문에 격한 안보위기를 맞고 있다고 진단했으나,4당은 평화에 방점을 둔 반면 자유롭고 정의로운 대한민국을 만들겠다는 다짐을 밝혔다.","여야 모두가 제64회 현충일을 맞아 순국선열과 호국영령을 기린 가운데, 더불어민주당 등 여야 4당은 평화에만 초점을 맞춘 시각을 보인 반면 자유한국당은 안보 위기 상황에서도 대북 지원에만 노력을 쏟는 모습을 비판하는 시각을 보였다."
38,감독과 NC 다이노스는 지난 6일 외야수 이명기와 외야수 이우성을 맞맞추는 1대1 트레이드를 단행했고 이우성은 3타수 1안타 1볼넷을 기록하며 팀의 방향성을 '리빌딩'으로 잡았다.,"프로야구 KIA타이거즈와 NC다이노스는 외야수 이명기와 외야수 이우성을 맞바꾸는 트레이드를 단행했는데, 이명기와 이우성은 지난 2경기에 출장하며, 이적한 팀 팬들에게 자신을 알렸고 아직 전반기도 끝나지 않았지만 시즌 절반이 지난만큼 팀 방향성을 '리빌딩'으로 잡은 듯 보인다."
39,"CNN 등 해외 언론의 12일 보도에 따르면, 홍콩을 대표하는 항공사의 최고경영자가 직원들에게 '섬뜩한' 경고의 메세지를 전했고, 이에 따라 케세이퍼시픽 항공 측은 중국 본토에서의 사업성과 현지의 규칙을 준수해야 할 필요성이 있다는 이유로 중국 당국의 통고를 따르겠다고 밝혔다.",케세이퍼시픽 항공사는 중국의 직접적인 압박 이후 종업원들에게 반중 시위에 찬성하거나 참가한다면 해고될 수도 있다는 메시지를 보냈다.
40,증권은 2014년 개봉해 천만 관객을 동원한 겨울왕국의 속편으로 애니메이션 겨울왕국 2편을 만들 때 모든 스태프가 그대로 모여야 한다고 했다고 말했다.,25일 '겨울왕국2' 기자 간담회에 참석한 피터 델 베코 프로듀서는 OST와 시나리오는 상호적 관계에 있으며 가장 중요한 건 스토리라고 설명했다.
41,군의회가 주관한 '명품 홍성역세권 개발 방안' 공청회가 지난 28일 홍성문화원에서 개최되어 전문가와 군민의 다양한 의견을 수렴하여 발전적인 역세권 개발 방안을 모색하고자 마련된 자리로 좌장으로 제기된 가운데 김헌수 의장은 앞으로도 군민들의 다양한 의견을 수렴하여 적극적인 대안을 제시하는 등 최선의 노력을 다 하겠다고 말했다.,"홍성군의회는 홍성역을 중심으로 한 역세권 활성화를 위해 '명품 홍성역세권 개발 방안' 공청회를 개최하였으며, 이날 공청회에서는 지역경제 침체와 공동화에 대한 대안제시가 이루어졌다."
42,한 광주시의회는 일제항쟁기 강제동원 피해 조사 및 국외 강제동원 희생자 등 지원에 관한 특별법’ 등에 따라 전범 기업으로 확인된 일본 기업에게 ‘광주시 일본 전범 기업과의 수의계약 및 공공 구매 제한 조례안’ 발의와 관련해 논의했다.,광주시와 광주시의회 등은 '대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원에 광한 특별법'을 통해 일본 전범 기업의 제품 수의계약과 구매를 제한하는 조례 제정을 추진한다.
43,버그내순례길이 한국관광공사와 문화체육관광부에서 선정하는 5월 이달의 추천 길에 선정되며 버그내순례길이란 솔뫼성지를 출발점으로 2014년 프란치스코 교황이 솔뫼성지를 다녀간 이후 전국에 알려졌다.,한국관광공사와 문화체육관광부는 2014년 프란치스코 교황이 다녀가 알려진 솔뫼성지를 출발점으로 1929년 건립의 합덕성당과 지난해 세계관개시설물유산으로 등재된 합덕제를 비롯해 신리성지까지 이어진 13.3km 코스로 이뤄진 버그내순례길을 5월 이달의 추천 길에 선정했다고 밝혔다.
44,구는 노후가 심해 시설에 대한 보수·정비가 요구돼 왔던 배봉산 광장 등을 보수정비공사에 착공하여 7일 오후 3시 '배봉산 광장 보수정비공사 준공행사'를 열었다.,"동대문구가 주민들이 편리하게 광장을 이용할 수 있도록 배봉산 광장 보수정비사업을 완료, 지속적인 유지·관리를 통해 배봉산 광장을 주민들에게 더욱 사랑받은 장소로 가꿔나갈 계획임을 밝히며 '배봉산 광장 보수정비공사 준공행사'를 개최했다."
45,류 행정부는 내년부터 지방공무원의 보수가 2.8% 인상되고 재난발생 현장에서 근무하는 공무원에게 지급되는 비상근무수당도 오를 예정이라고 30일 국무회의를 통과했다고 밝혔다.,30일 '지방공무원 보수규정 일부개정령안'과 '지방공무원 수당 등에 관한 규정 일부개정령안'이 국무회의에서 통과되면서 내년부터 지방공무원의 보수가 2.8% 오르고 재난발생 현장에서 근무하는 공무원에게 지급되는 비상근무수당도 인상될 전망이다.
46,"별 특성화고등학교 취업률이 올해 15.6%로 역대 최저 수준을 기록하며 침체된 가운데 학교별로 학과 이름을 바꾸고 시대 흐름에 맞지 않는 학과는 없애는 등 경쟁력 확보를 위해 안간힘을 쓰며, 서귀포산업과학고, 제주고, 영주고 등 직업계고 3개교의 학과 개편 신청을 승인했다고 6일 밝혔다.",6일 제주교육청은 특성화고의 취업률이 떨어져 침체가 되는 가운데 시대 흐름을 맞추고 경쟁력을 높이기 위해 직업계고 3개교의 학과 개편을 승인했다고 밝혔다.
47,지구의 용산동1가 1-5번지 일대(9만7259m2) 지구단위계획에 대한 전략환경영향평가 평가항목 결정내용을 공개함으로써 15년 가까이 난항을 겪어온 주한 미국 대사관 이전이 다시 시동을 건다.,"2005년 이전을 확정한 뒤 15년 가까이 난항을 겪어온 주한 미국 대사관 이전이, 서울시가 29일부터 용산구 용산동1가 1-5번지 일대(9만7259m2) 지구단위계획에 대한 전략환경영향평가 평가항목 결정내용을 공개하면서 다시 시동을 건다."
48,없는 한국당 윤리위가 현재 5.18 망언을 한 김진태·김순례 의원에게 징계유예 처분을 내린데 대해 의원들이 5.18 민주항쟁의 영령과 유족들에게 사죄할 의지가 있다면 국회 퇴출에 함께 해야 한다고 입장을 밝혔다.,"정의당은 14일 자유한국당 윤리위원회가 5.18 망언을 한 김진태·김순례 의원에게 당직선거가 끝날 때까지 징계유예 처분을 내리자 이에 대해 비판하며, ""한국당에 대한 국민의 분노는 유예되지 않고 증폭될 뿐""이라고 덧붙였다."
49,"양산부산대병원에 어린이 환자와 가족을 위한 작은 도서관이 새로 생겼으며, 이 도서관은 관계자는 ""양산관에서도 힘든 치료를 경험해야 하는 아이들이 마음껏 책을 읽고 다양한 체험을 할 수 있으며 좋겠다""고 덧붙였다.","장기 입원 어린이 환자 문화생활에 도움을 주기 위해 18일 양산부산대병원 내 RMHC 하우스에 작은 도서관 ‘이마트 키즈 라이브러리 양산관’을 오픈하여 아이들이 책 테마에 맞는 도구를 활용해 다양한 경험을 할 수 있게 하고, 공기청정 시스템을 갖추어 아이들이 미세먼지 걱정 없이 안심하고 이용할 수 있도록 하고 있다."
