,Generated Text,Actual Text
10,"산림바이오매스를 완주군은 전국에서 처음으로 산림에너지분야에서 홍보시설을 조성하고, 우드칩 파쇄, 건조 및 보일러 열공급시설 등을 확인했다.","완주군은 전국 시,군,지역 실무자 30여명과 함께 지난 27일 산림바이오매스 홍보관을 방문해 전국 최초 산림형 에너지자립 비즈니스모델을 발굴하는 시간을 가졌고, 2020년부터 산림바이오매스를 활용한 열병합 발전설비를 도입해 지역분산형 에너지센터를 조성하는 2단계 산림바이오매스 활용사업도 계획 중이라고 밝혔다."
11,"외신은 7일 김성 유엔주재 북한 대사가 비핵화 이슈는 협상 테이블에서 내려졌다는 입장을 밝혔다고 AP 등 외신이 보도했고, 미국의 대화 요구에 대해선 미국 정치상황과 맞물린 '시간벌기 속임수'라고 평가했다.","김성 유엔주재 북한 대사가 향후 미북협상과 관련, 비핵화 이슈는 협상 테이블에서 내려졌다면서, 미국의 대화 요구에 대해선 미국 정치상황과 맞물린 '시간벌기 속임수라고 평가했으며, 김 대사는 일부 외신에 보낸 성명에서 ""북한을 질식시키려는 시도에서 적대정책을 이어가고 있다""고 미국 행정부를 비판했다."
12,", 분야별 전문가로 구성된 평가위원회의 단계별 심사를 거쳐 선정된 스타기업들이 대구시와 원-라운드 테이블 참여기관들의 맞춤형 지원과 특성화지원, 성장로드맵 컨설팅 지원 등 다양한 혜택을 받는다.","대구시는 2007년부터 지역 내 유망 업체를 발굴해 성장 단계별 맞춤형 지원을 통해 대구 경제의 미래 성장을 주도할 글로벌 기업 육성 프로젝트인 '스타기업 육성사업'을 진행하고 있는데, 2019년엔 '프리(Pre)-스타기업' 15개사와 '스타기업100' 5개사를 신규 선정하여 대구시와 원-라운드 테이블 참여기관의 맞춤형 지원과 특성화지원, 성장로드맵 컨설팅 지원 등 다양한 혜택을 지원할 예정이다."
13,"코스피 상장사인 삼성전자 종목은 전일대비 300원 상승하고 +0.59% 상승하여 51,500원에 거래되어 이시간 현재 등락률은 +0.59%이며 51,500원에 거래되고 있다.","수요일 10시 27분을 기준으로 코스피 상장사인 삼성전자 종목은 코스피시장에서 +0.59% 상승하여 현재 51,500원에 거래되고 있으며 이어, 삼성SDI는 -0.22%의 등략률을 보이며 224,000원으로 거래 중이다."
14,씨가 식당 사장을 협박해 돈을 갈취하려던 중국인 불법체류자가 공갈미수 및 재물손괴 등의 혐의로 기소된 A 씨에게 징역 2년 및 벌금 200만원을 선고받았다.,A씨는 17년 12월 23일 오후 전주시 주차장에서 B씨의 차량에 들어가 돈을 요구한 혐의로 기소되었는데 1년 후에도 B씨의 집에 무단 침입하고 협박성 글이 적힌 쪽지를 B씨 차량에 붙인 혐의로 전주지법 형사 6 단독은 A씨에게 공갈미수 및 재물손괴등의 혐의로 징역 2년 및 벌금 200만원을 선고 했다고 6일 밝혔다.
15,정신질환을 앓던 A(61)씨가 가족 등을 상대로 흉기로 난동을 부려 테이저건을 이용해 제압하고 경찰 관계자는 A씨를 상대로 난동을 부리게 된 경위를 조사할 계획이라고 말했다.,부산 북부경찰서는 7일 오전 정신질환을 앓던 A(61)씨를 형이 사설 보호시설로 옮기려 하자 A씨가 등산용 접이식 칼을 들고 난동을 부리다가 결국 테이저건으로 제압당해 병원으로 옮겨져 치료를 받고 있으나 건강에는 이상이 없는 상태라고 밝혔다.
16,"이 기억해야 할 10가지 이야기를 담은 책자를 제작해 전국 학교에 보급하며, 전국 시.도교육청들과 '5.18교육 전국화'를 위한 긴밀한 협력체계도 구축할 계획이다.","광주시교육청이 5·18민주화운동 39주년을 맞아 5·18 역사 왜곡을 교육으로 바로잡고자 ‘5·18 1010(5·18 열흘간의 항쟁, 열 가지 이야기)’ 책자를 제작해 전국 학교에 배포하며, 5·18민주화운동의 전개 과정과 의미를 담은 영상과 카드뉴스를 만들어 전국의 교육청 및 학교 홈페이지, SNS를 통해 공유하는 등 기념사업을 추진할 예정이다."
17,"인수와 신규 개발로 안정적 성장을 이어온 웰타워가 세계 최대 헬스케어 리츠(REITs)로 미국·네팔·영국 등 고령화 진행 속도가 빠른 선진국 시장에서 헬스케어 및 의료시설 임대사업을 영위하고 있으며, 노인 요양 및 관리 전문업체들과 파트너 계약을 체결하여 임대투자를 안정적으로 이어간 후 향후 메디컬 임대 포트폴리오 인수와 자산 신규 개발로 안정적 성장을 이어갈 것이 기대된다.","웰타워는 세계 최대 헬스케어 리츠로 미국·캐나다·영국 등 고령화가 빠른 선진국에서 헬스케어 및 의료시설 임대사업을 하면서 지난해 5.4%를 배당, 미국 헬스케어 리츠 평균(4.6%) 대비 양호할 뿐만 아니라 임대투자전략을 테네시주와 캘리포니아주 등 미국 핵심지로 분산하여 향후 안정적인 이익을 창출할 것으로 전망된다."
18,직업체험이 아닌 인문학적 소양을 키우기 위한 기초체력 양성이라 불리는 진로체험지원센터가 충북도립대학교 산학협력단으로 최종 위탁됨에 따라 연속 4년간 위탁운영을 맡게 되었다.,"충북도립대학교 산학협력단이 옥천군 진로체험지원센터의 위탁 기관으로 선정되어 연속 4년간 위탁운영을 맡게 되었는데, 진로체험센터는 지역 내 학교진로교육을 지원하는 곳이다."
19,"시는 22일 시청에서 일자리추진위원회를 열어 총 7개 분과위원회별로 일자리 아이디어에 대한 정책화 방안을 논의했으며, 이춘희 시장은 시민이와 함께 우리시 특성에 맞는 일자리를 창출해 시민행복으로 이어지도록 노력하겠다고 말했다.","세종시는 22일 시청 집현실에서 시민과 전문가로 구성된 일자리추진위원회를 열어 청년, 사회적경제, 도시재생, 창업·벤처, 노인·장애인, 여성, 노사민정의 총 7개 분과위원회별로 발굴한 일자리 아이디어에 대한 정책화 방안을 논의했다."
20,"사의 병해충 방제공사 자격인 '나무의사'를 선발하는 1차 필기시험이 오는 27일 대전에서 치러지며 업계 비용 증대,입찰참여 제한 등 피해 가중을 우려하는 목소리가 존재한다.","23일 병해충 방제공사 자격인 ‘나무의사’를 선발하는 1차 필기시험이 오는 27일 대전에서 실시에 따라 산림청 관계자는 “생활 수목 진료와 관리를 농약 오남용과 국민안전 위협을 해결하기 위해 전문성을 제고하는 취지”라며 기존에 있던 식물보호기사.산업기사 등 민간, 국가자격을 통합한 이유를 설명했으나 전문건설협회 경기도회는 “생활조경 병해충 방제공사는 건설산업기본법(건산법)에 따른 업계 고유업역인데 산림청의 업역침해를 규탄한다“고 입장을 밝혔다."
21,"유치원총연합회가 교육부의 회계시스템 도입에 반발하며 꺼내들었던 '무기한 개학 연기'방침을 4일 전격 철회했으며, 한유총은 ""과도한 처벌 목적의 유치원 3법을 그대로 수용할 경우 사립유치원의 자율성과 생존이 불가능하기에 협의 조차 없다""고 불만을 드러냈다.",한국사립유치원총연합회는 에듀파인에 반대한 '개학 연기' 투쟁을 철회하였으나 유치원 3법에 대한 불만은 여전한 것으로 나타났다.
22,과 인천관광공사는 지난 30일 인천관광공사에서 '인천 브랜드 제고 및 사회적 가치 창출을 위한 업무협약'을 체결하여 지역 브랜드 제고 및 사회적 가치 창출에 앞장서기로 하였다.,SK인천석유화학과 인천관광공사는 지난 30일 인천관광공사에서 지역 브랜드 가치 제고 및 사회적 가치 창출을 위해 지역 특화 홍보 콘텐츠 공동 개발 및 양사 온라인 플랫폼을 통한 콘텐츠 공유 및 상호 홍보 협력체계 구축 등을 골자로 하는 업무협약을 맺었다고 31일 밝혔다.
23,"복지서비스 지원에 관한 법률이 개정 되면서 전 국민 대상 정신건강증진 사업과 정신질환자 복지서비스 지원 등이 확대되고 있다며 충북 등을 제외한 12개 시·도에서 관련 조례를 제정·시행하고 있다고 제시한 것에 이어, 충북도민의 정신질환 예방·치료와 정신질환자 재활·복지·권리보장 서비스를 제공하기 위한 제도적 근거를 마련해 도 내 정신질환자와 가족이 인간다운 삶을 영위하는데 도움을 주고자 한다고 이번 제정 조례안의 발의 취지로 '충청북도 정신건강증진 및 정신질환자 복지서비스 지원 조례' 제정을 위한 토론회를 개최했다.",충북도의회 정책복지위 육미선 의원가 30일 충북광역정신건강복지센터에서 '충청북도 정신건강증진 및 정신질환자 복지서비스 지원 조례' 제정을 위해 연 토론회에서는 정신질환자와 가족의 인간다운 삶의 유지에 도움을 주고자 도민의무와 정신질환자 관련 기밀 누설 금지 조항을 추가할 것과 충북도의 정신건강 문제 조기발견 체계 구축 등에 중독관리통합지원센터도 연계 대상으로 명시해 줄 것 등이 제시됐다.
24,"단지 입주를 앞두고 있거나 입주 중인 단지의 입주 여건을 종합적으로 판단하는 지표인 HOSI가 지난달 67.5%에서 4개월째 60선으로 나타났는데, 이는 기존 주택 매각 지연이 주요 원인인 것으로 나타났다.","전셋값 하락, 겨울철 비수기, 주택 규제 등의 영향으로 입주경기 전망이 상당히 부정적인 가운데 기존 주택 매각이 지연됨에 따라 미 입주가 늘고 있어, 건설업계는 올해 입주 리스크 관리가 최대 현안이라고 말했다."
25,"이었던 오송역과 정부세종청사 간 택시 요금 문제나 대전~세종~청주공항을 오가는 시내버스 노선 운영, 복합환승센터 설치 등 충청권 대중교통 체계에도 변화가 있을 것으로 예상되는 '대도시권 광역교통위원회'가 19일 세종에서 공식 출범했다.","19일 대도시권 광역교통문제의 가온머리(컨트롤 타워)로서 권역별 광역교통계획을 수립·추진하고, 그간 원활히 진행되지 못했던 BRT·환승센터 등 세부 개선사업을 추진할 '대도시권 광역교통위원회'가 세종에서 공식 출범했다."
26,"를 가격이로하여 판매하는 것을 근절하기 위해 식품의약품안전평가원이 참홍어 진위 판별법을 개발했다고 밝혔으며, 이에 대해 식약처는 우리나라 특허 등록이 완료됨에 따라 중소기업 기술이전 등을 통해 식품 위·변조 예방에 적극 활용할 예정이라고 밝혔다.",식품의약품안전평가원은 국내산 참홍어와 수입산 참홍어 각각의 유전자 염기서열 분석을 통한 참홍어 진위 판별법을 개발함에 따라 식품 위·변조 방지에 적극 활용할 계획이라고 언급했다.
27,과일 농가의 판로 확보를 위해 홈앤쇼핑 모바일 앱 '좋은 밥상'이 제철과일을 최대 30% 할인된 가격으로 만날 수 있는 기획전을 25일 모바일 앱에서 진행한다고 밝혔다.,25일 홈앤쇼핑은 물량 수급조절의 어려움을 겪고 있는 농가를 돕기위해 제철 햇과일 기획전과 흠집사과 행사를 할인된 특가로 진행한다.
28,"한 봄이 다가오면 자연스럽게 피부 보습과 영양에 신경을 쓰는 보나메두사 프로덕티브 쏘일크림이 많은 소비자들에게 호평을 받고 있는데, 프로덕티브 쏘일크림은 청정토양을 기초 한 일명 흙크림으로, 청정 토양의 풍부한 미네랄 성분이 피부 자체의 강화력을 높여 탄력 있는 피부로도 가으로서 각질을 촉촉하게 감싸 건조함을 막고 윤기 있는 피부로 가 여야주는 동백오일등의 자연 유래 성분이 함유되어 천연 살구빛을 특징이다.","최근 청정토양을 기본으로 한 이른바 흙크림으로 불리는 보나메두사 프로덕티브 쏘일크림은 유수분밸런스를 맞춰주는 휴민산 성분들로 수분, 영양, 주름개선에 효과적이며 건조한 피부 개선에 적합하여 많은 소비자들에게 호평을 받고 있다."
29,자가 안전점검에서 우수기관으로 선정되면서 임실군은 2017년도에 이어 2년 연속으로 재해예방사업 우수지자체 선정가 되었다.,임실군은 행정안전부가 전국 지자체를 대상으로 실시한 재해예방사업 추진실태 점검에서 2년 연속 '우수기관'으로 선정되어 오늘 5월 방재의 날에 표창을 받게되었다.
30,으로 원자력발전소 해체 단계에서 의견수렴 지역 내 모든 기초지방자치단체가 해체계획서에 대한 주민들의 의견을 직접 모을 수 있게 되는 '원자력안전법 시행령' 일부개정령안을 심의·의결되었다.,원자력안전위원회는 23일 제107회 회의를 열고 원자력발전소 해체 단계에서 면적이 가장 많이 포함되는 지역만 하던 의견수렴을 해당 지역 내 전체 기초지방자치단체 주민들의 의견을 직접 모을 수 있게 한 '원자력안전법 시행령' 일부개정령안을 심의·의결했다.
31,"설명회를 앞두고 있던 GS건설, 현대건설, 대림산업 등은 위법 사안으로 적발되었으며, 국토부와 서울시는 지난 11일부터 4일간 합동점검을 진행했다고 밝혔다.","국토교통부와 서울시가 한남3 재개발 시공사 입찰에 참여한 3개 건설사에 대해서 '도시 및 주거환경정비법' 현행법령 위반 소지 20여건을 적발했다고 밝히면서 경찰에 수사를 의뢰하기로 하여, GS건설, 현대건설, 대림산업 등 입찰 참여 업체들이 매우 당혹스러워하고 있다."
32,"년 493건이 발생한 가운데, 제주도소방안전본부 관계자는 3월은 연중 화재가 가장 많이 발생하는 달로 특히 부주의로 인한 화재가 가장 많다며 ""산림이나 산림과 인접한 곳에서는 화기 취급에 주의하고 농업부산물 등을 소각할 경우 소방당국 등에 허가를 받은 후 실시해야 한다""고 강조했다.","최근 제주에서는 쓰레기 소각부주의로 인한 화재가 이어지고 있는데, 이로 인해 임야화재로 번지는 경우가 많아 야외활동 시 담배꽁초 등 불씨 취급에 각별한 주의가 필요하다."
33,"에 따르면 우리나라 귀농 가구의 1년차 소득은 2300만 원 수준이며 5년차에는 3900만 원까지 증가하는 것으로 나타났지만, 5년차 소득은 귀농 전 소득보다 330만 원 정도 적은 것으로 나타났다.","우리나라 귀농 가구의 평균 소득은 1년차에는 2300만 원, 5년차에는 3900만 원으로 증가했지만 귀농 전 소득보다 적어 귀농 가구의 43%는 농업 이외의 경제 활동을 병행하는 것으로 조사됐다."
34,시장에 중고차 사기행각을 벌여 시장에 일명 ‘대포차량’ 수십대를 유통시킨 40대 중고차매매딜구가 검찰에 적발된 가운데 검찰은 지역 중고차매매업체 등으로 수사를 확대하기로 했다.,최근 청주지역에서 중고차 사기행각을 벌여 대포차량 수십 대를 유통한 40대 중고차 매매 딜러가 검찰에 의해 적발하여 다른 피해자를 막기 위해 지역 중고차 매매업체로 수사를 확대키로 하고 검찰 관계자는 소비자들이 중고차 매매계약을 할 때 계약절차를 신중히 확인해야 한다고 조언했다.
35,"대가 하남중학교 앞 사거리 교차로를 보행자 중심의 대각선 횡단보도로 개선, 과속단속용 CCTV설치 등을 통해 교통사고 예방에 효과가 있다","광주시는 광산구 하남중학교 주변 교통안전시설을 보행자 중심으로 개선하기 위해 교차로를 대각선 횡단보도로 개선하고, 과속단속용 CCTV를 설치할 계획이다."
36,과 단체채팅방 등에 특정 지역 당원 모집을 독려한 산하기관 간부 직원에 대한 도의 조사를 요구한 바 있는 경기도청 일부 공무원들이 ‘좋아요’를 누른 것을 두고 경기도의회 행정사무감사에서 논란이 일었던 가운데 이들의 행위가 ‘품위유지 위반’이라는 조사 결과가 나왔다.,경기도의회 의장을 비방하는 SNS 게시글에 ‘좋아요’를 누른 도 공무원과 특정 지역 당원 모집을 독려한 산하기관 간부 직원에 기획재정위 임채철 의원이 도의 조사를 요구한 데 대해 도의회 행정사무감사 결과 이들의 행위가 ‘품위유지 위반’이라는 결과가 나왔다.
37,"과 호국영령을 기리는 가운데, 더불어민주당 등은 평화에 방점을 둔 반면 자유한국당은 안보 위기 상황에서도 대북 지원에만 몰두하고 있다며 비판하는 시각을 드러냈다.","여야 모두가 제64회 현충일을 맞아 순국선열과 호국영령을 기린 가운데, 더불어민주당 등 여야 4당은 평화에만 초점을 맞춘 시각을 보인 반면 자유한국당은 안보 위기 상황에서도 대북 지원에만 노력을 쏟는 모습을 비판하는 시각을 보였다."
38,"에서 홈런을 칠 수 있는 선수가 필요했던 KIA는 거포 간 기회를 제공하기 위해 지난 6일 외야수 이명기와 외야수 이우성을 맞 사업이 하는 1대1 트레이드를 단행했고, 이우성은 데뷔 후 NC에서 활동한 첫 경기인 6일 삼성 라이온즈와의 창원 홈경기에 1번 좌익수로 선발 출장해 3타수 1안타 1볼넷을 기록했다.","프로야구 KIA타이거즈와 NC다이노스는 외야수 이명기와 외야수 이우성을 맞바꾸는 트레이드를 단행했는데, 이명기와 이우성은 지난 2경기에 출장하며, 이적한 팀 팬들에게 자신을 알렸고 아직 전반기도 끝나지 않았지만 시즌 절반이 지난만큼 팀 방향성을 '리빌딩'으로 잡은 듯 보인다."
39,"인도 법안에 반대하는 홍콩의 시위가 격화되면서 홍콩 국제공항이 일시 폐쇄되는 사태까지 빚어지자, 중국 정부는 본토의 무력을 동원해 진압하는 방안을 검토 중인 것으로 알려지며 홍콩을 대표하는 항공사의 최고경영자가 직원들에게 '섬뜩한' 경고의 메시지를 전달했다.",케세이퍼시픽 항공사는 중국의 직접적인 압박 이후 종업원들에게 반중 시위에 찬성하거나 참가한다면 해고될 수도 있다는 메시지를 보냈다.
40,"'겨울왕국2' 기자간담회가 25일 서울 광화문 포시즌호텔에서는 열린 겨울왕국2 기자 간담회에서피터 델 베초 프로듀서가 ""겨울왕국에서 가장 중요한 건 스토리""라고 설명했다.",25일 '겨울왕국2' 기자 간담회에 참석한 피터 델 베코 프로듀서는 OST와 시나리오는 상호적 관계에 있으며 가장 중요한 건 스토리라고 설명했다.
41,"역세권 개발 방안 공청회가 지난 28일 홍성문화원에서 개최되어, 이날 공청회에서는 시승격, 원도심 공동화, 군청사 이전 등 당면 지역 현안사업에 따른 다양한 의견 제시가 있었으며 지역경제 침체와 공동화에 대한 대안제시가 도출됐다.","홍성군의회는 홍성역을 중심으로 한 역세권 활성화를 위해 '명품 홍성역세권 개발 방안' 공청회를 개최하였으며, 이날 공청회에서는 지역경제 침체와 공동화에 대한 대안제시가 이루어졌다."
42,"에 해당하는 전범기업은 ‘대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원에 관한 특별법’ 등에 따라 전범 기업으로 확인된 일본 기업이지만, 광주시와 광주시의회도 일본 전범 기업의 제품 수의계약과 구매를 제한하는 조례 제정을 추진하기로 했다.",광주시와 광주시의회 등은 '대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원에 광한 특별법'을 통해 일본 전범 기업의 제품 수의계약과 구매를 제한하는 조례 제정을 추진한다.
43,하던 합덕성지에서 신리성지까지 이어진 13.3km 코스로 구성된 버그내순례길이 한국관광공사와 문화체육관광부에서 5월 이달의 추천길에 선정됐다.,한국관광공사와 문화체육관광부는 2014년 프란치스코 교황이 다녀가 알려진 솔뫼성지를 출발점으로 1929년 건립의 합덕성당과 지난해 세계관개시설물유산으로 등재된 합덕제를 비롯해 신리성지까지 이어진 13.3km 코스로 이뤄진 버그내순례길을 5월 이달의 추천 길에 선정했다고 밝혔다.
44,구가 새해 조성된 배봉산 광장 및 야외무대는 노후가 심해 보수·정비가 요구돼 왔으며 7일 오후 3시 '배봉산 광장 보수정비공사 준공행사'를 개최했다.,"동대문구가 주민들이 편리하게 광장을 이용할 수 있도록 배봉산 광장 보수정비사업을 완료, 지속적인 유지·관리를 통해 배봉산 광장을 주민들에게 더욱 사랑받은 장소로 가꿔나갈 계획임을 밝히며 '배봉산 광장 보수정비공사 준공행사'를 개최했다."
45,"공무원 보수규정 일부개정령안과 지방공무원 수당 등에 관한 규정 일부개정령안이 30일 국무회의를 통과함에 따라 내년부터 지방공무원의 보수가 2.8% 인상되고, 재난발생 현장 근무하는 공무원에게 지급되는 비상근무수당도 받게 된다.",30일 '지방공무원 보수규정 일부개정령안'과 '지방공무원 수당 등에 관한 규정 일부개정령안'이 국무회의에서 통과되면서 내년부터 지방공무원의 보수가 2.8% 오르고 재난발생 현장에서 근무하는 공무원에게 지급되는 비상근무수당도 인상될 전망이다.
46,"과에서 역대 최저 수준을 기록한 도내 특성화고등학교의 취업률이 올해 15.6%로 역대 최저 수준을 기록한 가운데 제주특별자치도교육청은 2020학년도 서귀포산업과학고, 제주고, 영주고 등 직업계고 3개교의 학과 개편 신청을 승인하며 학교별로 학과 이름을 바꾸고 시대 흐름에 맞지 않는 학과는 없애고 등 경쟁력 확보를 위해 안간힘을 쓰고 있다.",6일 제주교육청은 특성화고의 취업률이 떨어져 침체가 되는 가운데 시대 흐름을 맞추고 경쟁력을 높이기 위해 직업계고 3개교의 학과 개편을 승인했다고 밝혔다.
47,은 용산동1가 1-5번지 일대 9만7259m2) 지구단위계획에 대한 전략환경영향평가 평가항목 결정내용을 공개함으로써 15년 가까이 난항을 겪어온 주한 미국 대사관의 이전이 다시 시동을 걸게 되었다.,"2005년 이전을 확정한 뒤 15년 가까이 난항을 겪어온 주한 미국 대사관 이전이, 서울시가 29일부터 용산구 용산동1가 1-5번지 일대(9만7259m2) 지구단위계획에 대한 전략환경영향평가 평가항목 결정내용을 공개하면서 다시 시동을 건다."
48,시장에서 당직선거를 준비하는 두 의원에 대해 출마자격을 박탈하고 이종명 의원과 같이 징계를 내렸어야 시작했다며 자유한국당 윤리위원회가 5.18 망언을 한 김진태·김순례 의원에게 징계유예 처분을 내리자 정의당 최석 대변인은 윤리개념이라고 비판했고 김진태·김순례 의원의 징계는 유예되지 않고 증폭될 뿐이라고 지적했다.,"정의당은 14일 자유한국당 윤리위원회가 5.18 망언을 한 김진태·김순례 의원에게 당직선거가 끝날 때까지 징계유예 처분을 내리자 이에 대해 비판하며, ""한국당에 대한 국민의 분노는 유예되지 않고 증폭될 뿐""이라고 덧붙였다."
49,"과, 병원 내 RMHC 하우스에 장기 입원하거나 원거리 통원을 해야 하는 아이들이 독서나 체험, 놀이 등의 문화생활을 할 수 있는 작은 도서관 ‘이마트 키즈 라이브러리 양산관’이 문을 열었다.","장기 입원 어린이 환자 문화생활에 도움을 주기 위해 18일 양산부산대병원 내 RMHC 하우스에 작은 도서관 ‘이마트 키즈 라이브러리 양산관’을 오픈하여 아이들이 책 테마에 맞는 도구를 활용해 다양한 경험을 할 수 있게 하고, 공기청정 시스템을 갖추어 아이들이 미세먼지 걱정 없이 안심하고 이용할 수 있도록 하고 있다."
50,사업장 집적 구역의 경쟁력을 강화하기 위해 지난 2017년부터 추진하고 있는 부산시의 2019년 비즈니스 서비스산업 특화구역 지원사업 수행기관으로 부산 남구 용당동과 대연동을 대상으로 사업계획서를 제출해 선정됐다.,"부경대가 2019년 부산 비즈니스 서비스산업 특화구역의 지원사업 수행기관으로서, 조선해양플랜트엔지니어링협동조합과 협력해 부산 남구 일대에 해양플랜트 기반을 조성한다."
