,Generated Text,Actual Text
16,"는 39주년 5.18민주화운동 기념일을 맞아 시교육청은 '왜곡을 넘어 교육을 통한 5.18기억의 공유와 확산'을 기치로 다채로운 기념사업을 펼칠 예정이며, 특히 시교육청은 '5·18 1010(5·18 열흘간의 항쟁, 열 가지 이야기)' 책자를 제작해 전국 학교에 보급할 계획이다.","광주시교육청이 5·18민주화운동 39주년을 맞아 5·18 역사 왜곡을 교육으로 바로잡고자 ‘5·18 1010(5·18 열흘간의 항쟁, 열 가지 이야기)’ 책자를 제작해 전국 학교에 배포하며, 5·18민주화운동의 전개 과정과 의미를 담은 영상과 카드뉴스를 만들어 전국의 교육청 및 학교 홈페이지, SNS를 통해 공유하는 등 기념사업을 추진할 예정이다."
17,"는 헬스케어 및 의료시설 임대사업을 영위하고 있는 웰타워(Well Tower)는 향후 기존 메디컬 임대 포트폴리오 인수와 자산 신규 개발로 안정적 성장을 이어갈 것으로 기대되며, 노인 요양 및 관리 전문업체들과 파트너 계약을 체결해 임대투자를 안정적으로 이어나갈 예정이다.","웰타워는 세계 최대 헬스케어 리츠로 미국·캐나다·영국 등 고령화가 빠른 선진국에서 헬스케어 및 의료시설 임대사업을 하면서 지난해 5.4%를 배당, 미국 헬스케어 리츠 평균(4.6%) 대비 양호할 뿐만 아니라 임대투자전략을 테네시주와 캘리포니아주 등 미국 핵심지로 분산하여 향후 안정적인 이익을 창출할 것으로 전망된다."
18,입천지역 학교진로교육을 지원하는 진로체험지원센터가 충북도립대학교 산학협력단에 최종 위탁되어 1년간 옥천군내 진로교육 위탁을 맡게 됨에 따라 연속 4년간 위탁운영을 맡게 되었다.,"충북도립대학교 산학협력단이 옥천군 진로체험지원센터의 위탁 기관으로 선정되어 연속 4년간 위탁운영을 맡게 되었는데, 진로체험센터는 지역 내 학교진로교육을 지원하는 곳이다."
19,"는 22일 시청 집현실에서 일자리추진위원회를 열고 분과위원회별로 발굴한 일자리 아이디어에 대한 정책화 방안을 논의했으며, 일자리추진위원회는 지난해 12월 구성되어 시의 일자리 정책 방안에 대한 의견 수렴·자문, 아이디어 제안 등의 기능을 수행하고 있는 민관 협력 기구이다.","세종시는 22일 시청 집현실에서 시민과 전문가로 구성된 일자리추진위원회를 열어 청년, 사회적경제, 도시재생, 창업·벤처, 노인·장애인, 여성, 노사민정의 총 7개 분과위원회별로 발굴한 일자리 아이디어에 대한 정책화 방안을 논의했다."
20,"는 도심 생활조경 수목 병해충 방제공사 참여 자격을 나무병원에 한정하면서 조경업체들이 피해를 호소하는 가운데 오는 27일 치러지는 첫 관련 자격시험에 관심이 모인 가운데, 업계에서는 올해 방제공사 수주가 막혀 '울며 겨자 먹기'로 '제1회 나무의사 자격시험'에 응할 수밖에 없는 실정이라고 입을 모았으며, 전문건설협회 경기도회는 ""도내 1천500여 조경업체를 대변해 산림청의 업역침해를 규탄한다""고 언급한다.","23일 병해충 방제공사 자격인 ‘나무의사’를 선발하는 1차 필기시험이 오는 27일 대전에서 실시에 따라 산림청 관계자는 “생활 수목 진료와 관리를 농약 오남용과 국민안전 위협을 해결하기 위해 전문성을 제고하는 취지”라며 기존에 있던 식물보호기사.산업기사 등 민간, 국가자격을 통합한 이유를 설명했으나 전문건설협회 경기도회는 “생활조경 병해충 방제공사는 건설산업기본법(건산법)에 따른 업계 고유업역인데 산림청의 업역침해를 규탄한다“고 입장을 밝혔다."
21,"는 4일 한국사립유치원총연합회가 교육부의 회계시스템 도입에 반발하며 꺼내들었던 '무기한 개학 연기'방침을 전격 철회했으며, 이날 전북 지역 사립유치원들의 정상 등원이 이뤄졌음에도 쉽사리 가시지 않았던 도내 학부모들의 불안감도 해소될 전망인데, 한유총은 ""이번 개학 연기 사태로 국민들께 심려를 끼쳐드려서 진심으로 사과를 드린다""고 밝혔다.",한국사립유치원총연합회는 에듀파인에 반대한 '개학 연기' 투쟁을 철회하였으나 유치원 3법에 대한 불만은 여전한 것으로 나타났다.
22,"는 지난 30일 인천관광공사에서 SK인천석유화학과 인천관광공사는 지역 브랜드 가치 제고 및 사회적 가치 창출을 위해 '인천 브랜드 제고 및 사회적 가치 창출을 위한 업무협약'을 체결했다고 31일 밝혔으며, 협약 내용은 지역 특화 홍보 콘텐츠 공동 개발, 공동의 친환경 공익 캠페인 추진, 양사 온라인 플랫폼을 통한 콘텐츠 공유 및 상호 홍보 협력체계 구축 등이다.",SK인천석유화학과 인천관광공사는 지난 30일 인천관광공사에서 지역 브랜드 가치 제고 및 사회적 가치 창출을 위해 지역 특화 홍보 콘텐츠 공동 개발 및 양사 온라인 플랫폼을 통한 콘텐츠 공유 및 상호 홍보 협력체계 구축 등을 골자로 하는 업무협약을 맺었다고 31일 밝혔다.
23,"는 30일 충북광역정신건강복지센터에서 '충청북도 정신건강증진 및 정신질환자 복지서비스 지원 조례' 제정을 위한 토론회를 개최했는데, 이날 토론회는 여섯 명의 지정토론 등이 진행되었고, 이번 조례안은 내달 10일부터 열리는 제373회 정례회에서 심사·의결 될 예정이라고 도의회 관계자가 전했다.",충북도의회 정책복지위 육미선 의원가 30일 충북광역정신건강복지센터에서 '충청북도 정신건강증진 및 정신질환자 복지서비스 지원 조례' 제정을 위해 연 토론회에서는 정신질환자와 가족의 인간다운 삶의 유지에 도움을 주고자 도민의무와 정신질환자 관련 기밀 누설 금지 조항을 추가할 것과 충북도의 정신건강 문제 조기발견 체계 구축 등에 중독관리통합지원센터도 연계 대상으로 명시해 줄 것 등이 제시됐다.
24,는 입주경기실사지수가 64.0으로 4개월째 60선을 이어가고 있는 가운데 수도권 일부 지역에서도 입주시점 연기를 요청하는 단지가 생겨 입주경기 전망이 좋지 않은 것으로 나타났다.,"전셋값 하락, 겨울철 비수기, 주택 규제 등의 영향으로 입주경기 전망이 상당히 부정적인 가운데 기존 주택 매각이 지연됨에 따라 미 입주가 늘고 있어, 건설업계는 올해 입주 리스크 관리가 최대 현안이라고 말했다."
25,"는 대도시권 광역교통문제를 전담할 '대도시권 광역교통위원회'가 19일 세종에서 공식 출범하였으며 광역교통위는 광역교통계획 수립·추진, BRT·환승센터 등 세부 개선사업을 적극 추진할 계획이며 국토교통부는 광역교통위가 신도시를 비롯한 택지개발지역의 광역교통망 적기 확충, 환승·연계체계 강화, S-BRT 도입 등 대도시권에 거주하는 국민들이 체감할 수 있는 역할을 수행할 것으로 기대하고 있다.","19일 대도시권 광역교통문제의 가온머리(컨트롤 타워)로서 권역별 광역교통계획을 수립·추진하고, 그간 원활히 진행되지 못했던 BRT·환승센터 등 세부 개선사업을 추진할 '대도시권 광역교통위원회'가 세종에서 공식 출범했다."
26,입창어 인지 아닌지를 가리는 판별법인 '수입산 치즈' 또는 '가오리'를 국내산 홍어로 속여 판매해 부당이득을 취하는 행위를 방지하기 위해 식품의약품안전평가원은 2010년부터 2018년까지 총 262종의 유전자 판별법을 개발했다고 밝혔다.,식품의약품안전평가원은 국내산 참홍어와 수입산 참홍어 각각의 유전자 염기서열 분석을 통한 참홍어 진위 판별법을 개발함에 따라 식품 위·변조 방지에 적극 활용할 계획이라고 언급했다.
27,는 이른 추석으로 수확철과 명절 수요가 늘어나면서 물량 수급조절의 어려움을 겪고 있는 농가를 돕기 위해 25일 모바일 앱 '좋은 밥상'에서 제철과일을 최대 30% 할인된 가격으로 만나볼 수 있는 '잘 익었다! 제철 햇과일' 기획전을 실시한다.,25일 홈앤쇼핑은 물량 수급조절의 어려움을 겪고 있는 농가를 돕기위해 제철 햇과일 기획전과 흠집사과 행사를 할인된 특가로 진행한다.
28,"는 보나메두사 프로덕티브 쏘일크림이 소비자들에게 호평을 받고 있으며, 이는 피부미용 비법 중 하나로 청정 토양의 풍부한 미네랄 성분이 피부 자체의 강화력을 높여 탄력 있는 피부로 가꿔주고 수분, 영양, 주름개선이 모두 되는 효과적인 크림이기 때문에 건조한 피부에 불편함을 느끼신 분들을 위해 추천한다.","최근 청정토양을 기본으로 한 이른바 흙크림으로 불리는 보나메두사 프로덕티브 쏘일크림은 유수분밸런스를 맞춰주는 휴민산 성분들로 수분, 영양, 주름개선에 효과적이며 건조한 피부 개선에 적합하여 많은 소비자들에게 호평을 받고 있다."
29,는 행정안전부가 전국 지자체를 대상으로 실시한 '2018년도 재해예방사업 추진실태 점검'에서 2017년도에 이어 2년 연속 우수기관으로 선정되어 5월 방재의 날에 우수기관 표창을 받는다.,임실군은 행정안전부가 전국 지자체를 대상으로 실시한 재해예방사업 추진실태 점검에서 2년 연속 '우수기관'으로 선정되어 오늘 5월 방재의 날에 표창을 받게되었다.
30,는 23일 제107회 회의에서 원자력발전소 해체 단계에서 의견수렴 지역 내 모든 기초지방자치단체가 해체계획서에 대한 주민들의 의견을 직접 모을 수 있는 '원자력안전법 시행령' 일부개정령안을 심의·의결했다.,원자력안전위원회는 23일 제107회 회의를 열고 원자력발전소 해체 단계에서 면적이 가장 많이 포함되는 지역만 하던 의견수렴을 해당 지역 내 전체 기초지방자치단체 주민들의 의견을 직접 모을 수 있게 한 '원자력안전법 시행령' 일부개정령안을 심의·의결했다.
31,"는 한남3구역 재개발 사업 현장조사 결과 다수의 위법 사안을 발견했다며 입찰에 참가했던 3개 건설사를 경찰에 수사 의뢰하기로 했으며, 오는 28일 조합을 대상으로 합동 설명회를 앞두고 있는 지자체들은 당혹감을 감추지 못하고 있으며 입찰 일정 추진이 어려워진 조합에서는 불만을 터트리고 있다.","국토교통부와 서울시가 한남3 재개발 시공사 입찰에 참여한 3개 건설사에 대해서 '도시 및 주거환경정비법' 현행법령 위반 소지 20여건을 적발했다고 밝히면서 경찰에 수사를 의뢰하기로 하여, GS건설, 현대건설, 대림산업 등 입찰 참여 업체들이 매우 당혹스러워하고 있다."
32,"는 제주지역 봄철을 맞아 쓰레기 소각부주의 등으로 인한 화재는 최근 3년간 493건이 발생했고, 특히 소각부주의는 임야화재로 이어지는 경우가 많아 도민들의 각별한 주의가 요구되고 있다.","최근 제주에서는 쓰레기 소각부주의로 인한 화재가 이어지고 있는데, 이로 인해 임야화재로 번지는 경우가 많아 야외활동 시 담배꽁초 등 불씨 취급에 각별한 주의가 필요하다."
33,는 11일 ‘2018년 귀농·귀촌 실태조사 결과’를 발표했는데 우리나라 귀농 가구의 1년차 소득은 2300만 원 수준이며 5년차에는 3900만 원까지 증가하는 것으로 조사됐다.,"우리나라 귀농 가구의 평균 소득은 1년차에는 2300만 원, 5년차에는 3900만 원으로 증가했지만 귀농 전 소득보다 적어 귀농 가구의 43%는 농업 이외의 경제 활동을 병행하는 것으로 조사됐다."
34,는 최근 청주지역에서 중고차사기행각을 벌여 시중에 이른바 '대포차량' 수십대를 유통시킨 40대 중고차매매딜러가 검찰에 적발됐다.,최근 청주지역에서 중고차 사기행각을 벌여 대포차량 수십 대를 유통한 40대 중고차 매매 딜러가 검찰에 의해 적발하여 다른 피해자를 막기 위해 지역 중고차 매매업체로 수사를 확대키로 하고 검찰 관계자는 소비자들이 중고차 매매계약을 할 때 계약절차를 신중히 확인해야 한다고 조언했다.
35,는 광주 광산구 월곡산정로 하남중학교 앞 사거리 교차로를 보행자 중심의 대각선 횡단보도로 개선하고 내년에는 과속단속용 CCTV를 설치하는 등 주변 교통안전시설을 강화한다.,"광주시는 광산구 하남중학교 주변 교통안전시설을 보행자 중심으로 개선하기 위해 교차로를 대각선 횡단보도로 개선하고, 과속단속용 CCTV를 설치할 계획이다."
36,"는 경기도의회 의장을 비하한 SNS에 경기도청 일부 공무원들이 '좋아요'를 누른 것을 두고 논란이 일었던 가운데 이들의 행위가품위유지 위반이라는 조사 결과가 나왔으며, 이에 대해 최인수 도 감사관은 ""문제가 된 도청 직원 2명과 산하기관 간부 직원에 대해서는 각각 규정을 위반한 부분을 따져 상응한 조치에 나서겠다""고 밝혔으나 정확한 인사위원회 개최 여부를 확답하지 않았다.",경기도의회 의장을 비방하는 SNS 게시글에 ‘좋아요’를 누른 도 공무원과 특정 지역 당원 모집을 독려한 산하기관 간부 직원에 기획재정위 임채철 의원이 도의 조사를 요구한 데 대해 도의회 행정사무감사 결과 이들의 행위가 ‘품위유지 위반’이라는 결과가 나왔다.
37,는 6일 제64회 현충일을 맞아 일제히 순국선열과 호국영령을 기렸지만 더불어민주당 등 여야 4당은 평화에 방점을 둔 반면 자유한국당은 대북 지원에만 몰두하고 있다며 비판 시각을 나타냈다.,"여야 모두가 제64회 현충일을 맞아 순국선열과 호국영령을 기린 가운데, 더불어민주당 등 여야 4당은 평화에만 초점을 맞춘 시각을 보인 반면 자유한국당은 안보 위기 상황에서도 대북 지원에만 노력을 쏟는 모습을 비판하는 시각을 보였다."
38,"는 지난 6일 트레이드로 유니폼에서 외야수 이명기와 외야수 이우성을 맞이하여 1대1 트레이드를 단행하였으며, 시즌 5위를 달리고 있는 현동욱 감독(45)의 플레이오프 진출을 노리고 있어 작년에 두산에서 트레이드해온 이동욱 감독(45)의 플레이오프 진출을 노리고 있다.","프로야구 KIA타이거즈와 NC다이노스는 외야수 이명기와 외야수 이우성을 맞바꾸는 트레이드를 단행했는데, 이명기와 이우성은 지난 2경기에 출장하며, 이적한 팀 팬들에게 자신을 알렸고 아직 전반기도 끝나지 않았지만 시즌 절반이 지난만큼 팀 방향성을 '리빌딩'으로 잡은 듯 보인다."
39,"는 범죄인 인도 법안(송환법)을 두고 중국과 홍콩이 첨예한 갈등을 겪고 있는 가운데 홍콩을 대표하는 항공사의 최고경영자인 케세이퍼시픽 항공의 루퍼트 호그 최고 경영자는 직원들에게 ""이번 사태에 있어서 위법한 항의 행동에 대해 동의하거나 참가 직원은 징계처분의 대상이 될 것""이라며 ""징계처분에는 해고도 포함""이라는 경고의 메시지를 전달했다.",케세이퍼시픽 항공사는 중국의 직접적인 압박 이후 종업원들에게 반중 시위에 찬성하거나 참가한다면 해고될 수도 있다는 메시지를 보냈다.
40,"는 지난 2014년 개봉한 '겨울왕국2'의 속편인 애니메이션 '겨울왕국2' 기자간담회가 25일 서울 종로구 광화문 포시즌스호텔에서 진행되었으며, 2편에서는 숨겨진 과거 비밀과 새로운 운명을 찾기 위해 모험을 떠나는 '엘사'와'안나'의 이야기를 담았다.",25일 '겨울왕국2' 기자 간담회에 참석한 피터 델 베코 프로듀서는 OST와 시나리오는 상호적 관계에 있으며 가장 중요한 건 스토리라고 설명했다.
41,"는 지난 28일 홍성문화원에서 홍성역세권 개발 방안 공청회를 개최하여 전문가와 군민의 다양한 의견을 수렴하여 발전적인 역세권 개발 방안을 모색하였으며, 특히 이날 공청회에서 전문가의 주제발표에 따라 시승격, 원도심 공동화, 군청사 이전 등 당면 지역 현안사업에 따른 다양한 의견 제시가 있었으며 지역경제 침체와 공동화에 대한 대안제시가 도출됐다.","홍성군의회는 홍성역을 중심으로 한 역세권 활성화를 위해 '명품 홍성역세권 개발 방안' 공청회를 개최하였으며, 이날 공청회에서는 지역경제 침체와 공동화에 대한 대안제시가 이루어졌다."
42,"는 13일 광주시의회에서 '광주시 일본 전범 기업과의 수의계약 및 공공 구매 제한 조례안' 발의와 관련해 논의했으며, 조례에 해당하는 전범 기업은 ‘대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원에 관한 특별법’ 등에 따라 전범 기업으로 확인된 일본 기업이다.",광주시와 광주시의회 등은 '대일항쟁기 강제동원 피해조사 및 국외 강제동원 희생자 등 지원에 광한 특별법'을 통해 일본 전범 기업의 제품 수의계약과 구매를 제한하는 조례 제정을 추진한다.
43,"는 버그내순례길이 한국관광공사와 문화체육관광부에서 선정하는 5월 이달의 추천 길에 선정됐는데, 버그내순례길은 합덕읍 읍내를 거쳐 삽교천으로 흘러들어 만나는 물길이자 합덕 장터의 옛 지명인 ‘버그내’에서 유래한 길이고, 당진시의 버그내순례길은 솔뫼성지를 출발점으로 지난해 세계경제개시설물유산으로 등재된 합덕제를 비롯해 합덕제 중수비, 원시장·원시보 우물터, 무명순교자의 묘를 지나 신리성지까지 이어진 13.3km 코스로 이루어져있다.",한국관광공사와 문화체육관광부는 2014년 프란치스코 교황이 다녀가 알려진 솔뫼성지를 출발점으로 1929년 건립의 합덕성당과 지난해 세계관개시설물유산으로 등재된 합덕제를 비롯해 신리성지까지 이어진 13.3km 코스로 이뤄진 버그내순례길을 5월 이달의 추천 길에 선정했다고 밝혔다.
44,는 7일 오후 3시 '배봉산 광장 보수정비공사 준공행사'를 개최하여 서울시로부터 지원받은 시비 12억 원을 투입해 지난해 12월 보수정비공사에 착공한 배봉산 광장을 주민들에게 더욱 사랑받은 공간으로 가꿔나갈 계획이다.,"동대문구가 주민들이 편리하게 광장을 이용할 수 있도록 배봉산 광장 보수정비사업을 완료, 지속적인 유지·관리를 통해 배봉산 광장을 주민들에게 더욱 사랑받은 장소로 가꿔나갈 계획임을 밝히며 '배봉산 광장 보수정비공사 준공행사'를 개최했다."
45,는 내년부터 지방공무원의 보수가 2.8% 인상되고 비상근무수당도 인상하는 등의 내용을 담은 '지방공무원 보수규정 일부개정령안'과 '지방공무원 수당 등에 관한 규정 일부개정령안'이 국무회의를 통과했다고 밝혔다.,30일 '지방공무원 보수규정 일부개정령안'과 '지방공무원 수당 등에 관한 규정 일부개정령안'이 국무회의에서 통과되면서 내년부터 지방공무원의 보수가 2.8% 오르고 재난발생 현장에서 근무하는 공무원에게 지급되는 비상근무수당도 인상될 전망이다.
